Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,NORTHEAST,30,FRANKLIN,119,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,51,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,NORTHEAST,30,HABERSHAM,137,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,26,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,NORTHEAST,30,HART,147,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,36,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,NORTHEAST,30,MADISON,195,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,24,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,NORTHEAST,30,OGLETHORPE,221,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,5,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,NORTHEAST,30,STEPHENS,257,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,5,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,NORTHWEST,10,BARTOW,15,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,4,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,NORTHWEST,10,CATOOSA,47,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,7,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,NORTHWEST,10,CHATTOOGA,55,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,NORTHWEST,10,DADE,83,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,4,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,NORTHWEST,10,FLOYD,115,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,NORTHWEST,10,GORDON,129,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,14,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,NORTHWEST,10,MURRAY,213,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,4,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,NORTHWEST,10,WALKER,295,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,6,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,NORTHWEST,10,WHITFIELD,313,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,6,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,BERRIEN,19,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,10,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,BROOKS,27,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,COFFEE,69,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,COLQUITT,71,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,6,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,JEFF DAVIS,161,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,WILCOX,315,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,7,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,BACON,5,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,4,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,BRANTLEY,25,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,CHARLTON,49,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,EVANS,109,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,TATTNALL,267,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,13,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,TOOMBS,279,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,WARE,299,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,WAYNE,305,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTHWEST,70,BAKER,7,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,5,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTHWEST,70,EARLY,99,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTHWEST,70,MITCHELL,205,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTHWEST,70,THOMAS,275,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,WEST CENTRAL,40,CARROLL,45,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,6,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,WEST CENTRAL,40,HEARD,149,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,WEST CENTRAL,40,LAMAR,171,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,WEST CENTRAL,40,MACON,193,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,WEST CENTRAL,40,MARION,197,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,13.9
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,WEST CENTRAL,40,SCHLEY,249,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,13.9
CENSUS,2012,YEAR,,COUNTY,ILLINOIS,17,NORTHWEST,10,BUREAU,11,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,6.3
CENSUS,2012,YEAR,,COUNTY,ILLINOIS,17,SOUTHEAST,90,SALINE,165,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,5,6.3
CENSUS,2012,YEAR,,COUNTY,ILLINOIS,17,SOUTHWEST,80,WILLIAMSON,199,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,6.3
CENSUS,2012,YEAR,,COUNTY,INDIANA,18,CENTRAL,50,TIPTON,159,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,15.8
CENSUS,2012,YEAR,,COUNTY,INDIANA,18,EAST CENTRAL,60,JAY,75,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,9,15.8
CENSUS,2012,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,15.8
CENSUS,2012,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,8,15.8
CENSUS,2012,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,15.8
CENSUS,2012,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ST. JOSEPH,141,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,15.8
CENSUS,2012,YEAR,,COUNTY,INDIANA,18,NORTHEAST,30,ADAMS,1,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,7,15.8
CENSUS,2012,YEAR,,COUNTY,INDIANA,18,NORTHEAST,30,ALLEN,3,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,15.8
CENSUS,2012,YEAR,,COUNTY,INDIANA,18,NORTHEAST,30,HUNTINGTON,69,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,8,15.8
CENSUS,2012,YEAR,,COUNTY,INDIANA,18,NORTHEAST,30,LAGRANGE,87,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,11,15.8
CENSUS,2012,YEAR,,COUNTY,INDIANA,18,NORTHEAST,30,NOBLE,113,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,15.8
CENSUS,2012,YEAR,,COUNTY,INDIANA,18,NORTHEAST,30,WELLS,179,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,15.8
CENSUS,2012,YEAR,,COUNTY,INDIANA,18,NORTHEAST,30,WHITLEY,183,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,15.8
CENSUS,2012,YEAR,,COUNTY,INDIANA,18,SOUTH CENTRAL,80,WASHINGTON,175,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,8,15.8
CENSUS,2012,YEAR,,COUNTY,INDIANA,18,SOUTHEAST,90,CLARK,19,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,15.8
CENSUS,2012,YEAR,,COUNTY,INDIANA,18,SOUTHWEST,70,DUBOIS,37,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,15.8
CENSUS,2012,YEAR,,COUNTY,INDIANA,18,SOUTHWEST,70,MARTIN,101,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,15.8
CENSUS,2012,YEAR,,COUNTY,INDIANA,18,SOUTHWEST,70,SPENCER,147,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,15.8
CENSUS,2012,YEAR,,COUNTY,IOWA,19,CENTRAL,50,BOONE,15,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,43.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,CENTRAL,50,DALLAS,49,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,9,43.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JOHNSON,103,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,43.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FLOYD,67,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,43.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,43.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,43.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,43.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,43.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BUCHANAN,19,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,43.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CLAYTON,43,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,43.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,WINNESHIEK,191,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,43.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA VISTA,21,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,43.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,43.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,LYON,119,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,43.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,O BRIEN,141,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,43.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO ALTO,147,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,43.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,43.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,SIOUX,167,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,43.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTHEAST,90,WASHINGTON,183,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,43.6
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,LINCOLN,137,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,ALLEN,3,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,BARREN,9,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,BUTLER,31,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,CLINTON,53,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,EDMONSON,61,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,GRAYSON,85,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,7,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,HART,99,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,MONROE,171,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,WARREN,227,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,8,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PULASKI,199,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,WAYNE,231,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,8,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,MIDWESTERN,20,CHRISTIAN,47,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,MIDWESTERN,20,HOPKINS,107,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,MIDWESTERN,20,MCLEAN,149,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,5,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,MIDWESTERN,20,MUHLENBERG,177,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,MIDWESTERN,20,TODD,219,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,10,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,MIDWESTERN,20,WEBSTER,233,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,PURCHASE,10,BALLARD,7,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,PURCHASE,10,CALLOWAY,35,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,PURCHASE,10,CARLISLE,39,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,PURCHASE,10,FULTON,75,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,PURCHASE,10,GRAVES,83,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,13,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,PURCHASE,10,HICKMAN,105,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,PURCHASE,10,LIVINGSTON,139,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,6.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,PURCHASE,10,MCCRACKEN,145,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,6.7
CENSUS,2012,YEAR,,COUNTY,LOUISIANA,22,NORTH CENTRAL,20,BIENVILLE,13,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,5,5.7
CENSUS,2012,YEAR,,COUNTY,LOUISIANA,22,NORTH CENTRAL,20,CLAIBORNE,27,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,5.7
CENSUS,2012,YEAR,,COUNTY,LOUISIANA,22,NORTH CENTRAL,20,JACKSON,49,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,5.7
CENSUS,2012,YEAR,,COUNTY,LOUISIANA,22,NORTH CENTRAL,20,LINCOLN,61,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,4,5.7
CENSUS,2012,YEAR,,COUNTY,LOUISIANA,22,NORTH CENTRAL,20,OUACHITA,73,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,5.7
CENSUS,2012,YEAR,,COUNTY,LOUISIANA,22,NORTH CENTRAL,20,UNION,111,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,5.7
CENSUS,2012,YEAR,,COUNTY,LOUISIANA,22,NORTH CENTRAL,20,WINN,127,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,5.7
CENSUS,2012,YEAR,,COUNTY,LOUISIANA,22,NORTHWEST,10,DE SOTO,31,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,5.7
CENSUS,2012,YEAR,,COUNTY,LOUISIANA,22,NORTHWEST,10,WEBSTER,119,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,4,5.7
